time_id,item_id,location_id,dollars_sold,units_sold
260,8,22,93.91,3
216,7,14,38.97,1
164,40,5,70.64,2
145,38,15,182.3,7
42,38,19,180.82,7
101,21,4,70.9,3
201,27,11,37.89,1
324,1,22,40.99,3
317,15,17,120.0,2
69,27,30,93.02,3
248,7,7,173.64,4
31,7,24,28.53,1
247,3,13,24.66,2
125,11,7,106.53,4
165,50,29,129.98,6
262,35,19,25.84,2
156,48,17,134.95,8
295,13,9,77.05,3
195,30,27,57.88,2
365,45,1,82.86,4
233,18,4,161.82,5
109,33,6,113.37,4
283,35,20,47.92,3
149,42,4,176.95,7
195,49,24,108.62,4
50,31,6,110.94,3
44,30,21,134.55,5
210,44,24,264.89,7
69,35,27,28.88,2
365,19,9,108.81,3
313,32,3,230.83,7
256,28,23,83.44,3
269,12,14,19.27,1
218,26,29,33.42,2
23,32,6,171.79,5
144,46,18,193.63,5
181,30,4,60.42,2
335,9,15,90.11,2
81,50,1,278.41,11
182,29,23,46.02,2
126,15,19,154.75,3
50,38,3,62.26,3
38,20,15,41.5,1
134,19,13,101.57,3
31,42,21,82.13,4
25,44,15,294.74,8
129,27,14,152.87,4
74,19,25,85.07,3
203,44,16,276.72,6
7,9,25,62.07,2
111,38,27,103.4,5
166,30,26,60.08,3
352,43,29,250.96,6
232,22,21,96.2,5
322,42,17,465.54,12
126,1,16,77.45,4
165,38,7,213.42,9
154,4,25,22.39,2
324,33,21,116.41,5
351,10,27,36.15,1
352,49,22,399.85,11
275,39,15,63.25,3
184,6,9,98.33,4
198,45,30,93.75,4
358,13,23,78.63,3
104,28,27,94.84,3
127,5,18,20.8,1
328,6,16,163.33,4
142,13,2,118.58,5
86,27,3,97.42,3
205,28,22,136.16,5
119,43,7,161.79,4
326,9,3,111.98,2
332,38,24,89.17,4
112,1,19,38.35,2
194,15,4,98.55,2
360,9,15,244.58,4
271,7,15,130.88,3
79,30,1,100.61,5
216,46,19,247.26,5
227,34,12,145.71,5
239,43,27,141.73,5
10,30,4,104.13,5
110,3,26,32.4,4
312,18,1,80.62,2
89,42,23,240.33,9
110,3,24,18.7,2
118,5,13,154.62,5
65,42,9,150.92,6
57,4,5,39.83,3
127,48,11,94.19,8
320,38,21,152.05,7
1,34,22,76.97,4
104,27,6,87.55,3
23,5,1,91.81,4
205,21,17,78.76,4
92,41,18,61.73,3
290,46,30,214.82,7
214,23,23,125.07,4
287,42,17,227.54,6
232,39,18,97.18,5
161,3,20,40.43,3
315,32,14,101.89,3
174,31,21,148.14,4
347,28,6,175.38,5
364,39,25,38.66,2
215,45,26,122.31,7
247,28,14,29.37,1
94,17,14,88.88,4
298,50,15,157.55,5
246,49,25,129.75,6
330,35,6,48.28,3
98,33,11,128.02,6
288,6,19,61.32,2
172,21,21,61.08,4
68,10,9,31.93,1
63,26,4,18.67,1
206,42,16,152.65,5
117,12,20,93.09,5
38,50,23,110.05,4
156,7,1,99.51,3
239,5,1,59.88,3
117,49,12,156.38,4
349,6,17,147.51,4
285,37,1,89.36,5
188,39,6,28.73,2
342,17,13,135.53,4
159,4,9,11.77,1
51,16,22,26.46,1
14,4,2,11.83,1
343,34,27,125.38,4
351,45,6,177.24,7
270,50,14,329.71,10
38,41,30,118.27,6
108,39,20,48.06,2
15,45,30,174.08,8
19,39,1,96.8,6
90,33,22,139.86,6
209,50,3,302.51,10
24,17,19,29.97,1
360,21,10,102.03,4
167,46,24,299.82,11
97,16,4,157.38,8
189,15,27,263.78,7
289,8,15,76.06,2
115,14,16,26.75,1
18,30,18,125.23,4
19,45,2,182.43,8
311,7,10,103.99,3
41,35,22,33.56,3
232,39,29,92.22,5
141,45,30,29.87,2
284,38,17,162.08,6
23,8,8,96.61,2
328,25,15,79.66,3
255,48,14,108.21,6
164,46,12,206.05,5
76,31,11,112.02,3
357,49,27,283.57,6
111,34,12,221.38,7
180,4,1,15.75,1
144,46,22,268.63,8
85,9,20,233.74,4
153,20,12,120.14,3
56,12,19,19.23,1
1,36,29,113.25,5
106,2,28,139.11,4
41,33,24,175.16,7
152,44,18,231.25,6
315,40,1,93.82,2
60,16,16,79.14,3
1,45,25,89.54,6
41,19,26,133.46,5
186,35,24,27.99,3
101,26,30,33.69,2
179,4,16,17.45,1
11,1,4,15.67,1
122,10,15,36.39,1
150,47,10,62.29,5
158,48,26,88.21,6
202,21,24,64.66,4
285,49,13,315.24,8
171,3,12,42.2,3
308,49,5,218.05,7
194,12,2,45.51,3
96,2,10,129.57,4
84,38,8,89.61,4
118,20,8,53.18,2
219,15,30,77.66,2
89,38,21,113.74,6
334,17,17,28.18,1
176,38,6,149.13,7
316,10,26,144.74,4
250,5,20,20.68,1
122,17,16,146.24,6
84,31,14,239.48,6
272,12,17,75.4,4
121,8,26,114.2,4
91,38,22,49.68,3
340,25,15,76.11,3
177,22,21,71.72,3
18,12,28,33.05,2
181,1,10,98.55,7
169,3,28,29.44,3
316,35,19,102.51,5
260,5,6,57.46,3
70,13,30,206.09,7
55,46,21,130.48,5
221,18,12,150.56,4
18,38,7,93.91,4
117,18,28,179.32,5
51,47,25,66.08,5
8,42,2,218.05,8
336,24,20,67.41,1
33,35,4,56.51,5
4,21,9,113.46,6
341,48,18,101.02,5
69,18,8,148.97,4
299,42,16,230.61,7
12,31,13,46.5,1
57,33,18,58.42,2
41,18,25,90.76,3
258,42,5,175.31,8
227,38,24,72.66,4
174,41,7,226.12,11
89,41,2,139.53,7
33,8,14,39.52,1
208,44,10,187.19,5
85,43,6,173.85,5
216,13,13,65.34,2
251,50,27,42.77,2
311,27,18,177.0,3
181,17,22,85.23,5
2,12,5,93.28,5
103,19,3,112.39,4
312,2,11,87.72,2
195,35,24,59.07,6
226,36,27,115.7,6
168,34,4,149.79,5
60,28,15,26.85,1
328,19,12,183.78,5
283,37,23,88.76,5
364,44,7,284.89,7
313,5,15,55.11,2
107,20,26,125.84,4
93,50,14,309.24,8
91,44,24,154.27,5
336,50,19,394.91,9
204,10,18,85.73,2
166,24,8,244.14,6
354,7,30,131.69,3
221,44,8,212.61,6
332,26,28,54.64,3
360,13,30,131.59,4
29,5,16,48.27,2
132,37,27,194.51,10
268,41,22,167.96,9
297,44,23,111.48,4
55,49,3,91.65,3
117,41,5,179.24,10
201,40,3,214.78,6
292,41,1,92.31,5
42,50,26,165.78,8
220,24,6,155.47,5
109,38,1,41.18,2
79,41,29,117.42,5
189,6,9,74.63,3
152,35,25,38.28,3
233,17,29,98.06,5
116,7,16,121.8,3
301,9,28,238.77,5
29,6,30,75.91,3
315,45,5,198.78,8
11,39,5,85.68,4
269,6,12,55.74,2
127,32,17,241.65,8
140,34,24,87.3,4
7,26,6,114.47,7
257,31,6,164.19,4
61,46,10,309.29,8
241,26,9,40.21,2
265,33,29,110.92,4
309,29,12,119.83,4
259,20,27,101.16,3
111,45,2,141.2,7
270,21,4,102.17,5
302,40,25,77.27,2
116,31,8,70.27,2
46,35,3,40.94,3
325,39,18,42.05,2
54,37,5,30.67,2
217,29,2,101.37,4
87,31,13,165.05,4
46,26,17,106.68,5
284,17,16,64.98,3
53,37,18,104.06,4
245,44,1,156.12,5
253,36,9,147.19,7
22,39,11,49.93,3
64,42,9,164.19,6
290,19,17,73.59,2
186,4,7,71.63,4
45,17,19,68.96,3
362,38,29,115.34,4
97,41,20,197.2,8
2,26,12,157.35,7
338,39,14,227.25,9
7,4,18,49.61,3
202,33,22,93.01,5
363,34,10,96.85,3
211,26,2,60.23,4
214,36,22,53.17,3
142,25,20,89.82,5
47,27,4,32.21,1
210,31,19,285.49,7
328,40,3,353.12,8
34,13,20,81.98,3
322,16,23,43.95,2
152,21,1,61.56,3
196,11,22,137.22,6
61,17,4,38.98,2
227,18,8,154.91,5
67,16,22,59.08,4
100,21,11,165.3,6
264,26,30,75.73,4
19,35,29,69.45,5
164,16,30,112.83,5
218,43,4,205.04,6
49,24,6,105.78,3
108,37,6,97.57,5
126,6,18,93.91,4
243,9,13,41.28,1
357,23,23,95.74,3
306,19,9,129.59,3
70,25,6,44.18,3
7,8,20,85.51,2
19,24,19,187.8,5
218,35,21,22.47,2
58,37,10,45.32,2
85,13,16,90.18,3
310,18,28,93.4,3
319,27,19,99.22,2
307,26,28,41.03,2
93,40,14,259.27,5
227,20,2,88.27,3
223,34,23,144.8,7
68,45,14,161.87,7
203,15,2,78.24,2
192,42,5,61.11,3
145,17,10,82.03,4
275,17,6,20.95,1
248,33,21,116.49,5
195,32,19,108.51,3
265,28,10,60.58,2
279,12,3,39.91,3
207,5,3,96.24,5
98,46,29,189.05,5
277,44,11,283.95,7
262,45,4,119.58,6
359,26,22,53.67,3
55,45,27,142.32,7
154,24,4,162.92,4
338,4,29,43.98,2
188,10,22,26.38,1
345,14,8,53.36,2
5,19,24,104.46,4
13,47,13,75.18,5
291,17,20,40.98,2
131,31,4,58.94,2
190,14,8,62.05,3
157,33,24,102.58,4
149,29,25,192.95,7
343,8,1,74.29,2
35,24,7,160.01,4
282,6,19,58.38,2
325,45,28,23.39,1
240,36,21,131.28,6
145,48,22,71.02,5
59,44,12,172.81,4
250,11,2,116.8,4
172,36,23,62.01,4
55,6,24,25.22,1
132,49,14,155.26,4
351,40,16,114.71,2
97,35,8,46.6,4
66,50,14,171.29,6
249,43,8,250.99,7
73,44,13,330.55,7
336,6,5,36.54,1
314,2,19,90.65,2
359,49,8,183.61,5
334,13,22,80.13,4
89,22,16,51.33,3
78,3,27,45.62,4
126,32,7,73.47,3
172,42,9,166.67,8
322,43,8,250.98,7
268,30,19,31.8,1
236,34,4,146.29,5
321,26,21,29.87,2
236,23,25,165.21,5
139,28,21,101.45,4
151,47,5,114.27,8
189,13,15,142.18,5
33,24,17,96.08,2
271,31,12,268.03,7
239,29,14,256.3,8
267,2,23,62.51,2
195,15,26,182.71,5
286,33,10,102.39,4
347,35,10,70.9,4
209,37,7,17.39,1
163,50,13,166.93,5
39,34,17,225.03,7
285,29,22,170.58,6
330,17,9,86.32,4
256,19,7,172.71,5
316,42,1,211.52,7
315,24,3,192.26,3
292,36,2,67.17,3
184,7,7,40.35,1
37,7,21,94.36,3
2,11,24,110.62,4
75,10,30,34.5,1
158,31,17,84.24,2
272,32,14,315.8,9
167,28,27,153.85,7
9,15,5,157.47,4
77,29,19,96.64,3
358,6,25,83.3,3
361,24,16,197.86,3
138,8,8,67.54,2
294,4,19,30.74,2
263,9,30,47.49,1
340,6,8,68.22,2
324,24,17,256.57,4
230,28,2,123.04,4
145,31,7,147.9,3
229,22,24,103.84,6
117,9,15,49.34,1
128,2,6,167.34,4
223,36,11,127.63,5
209,50,4,199.35,7
213,15,24,33.59,1
141,11,29,61.64,2
150,16,4,97.38,4
4,11,8,183.02,5
220,12,26,59.92,3
211,25,27,65.71,4
342,40,24,225.54,5
185,36,22,84.79,5
171,48,26,140.47,11
25,18,12,198.87,6
72,25,27,150.96,7
124,20,27,128.7,4
138,3,7,21.13,2
133,20,3,59.91,2
144,14,16,27.86,1
281,24,23,37.69,1
48,8,26,56.43,2
122,38,5,17.71,1
60,43,12,102.0,3
113,49,24,178.03,8
250,5,2,21.78,1
18,6,22,38.86,2
124,49,9,207.05,6
9,43,1,382.58,11
349,30,8,101.25,4
266,17,23,35.08,2
89,26,27,68.89,5
73,27,3,89.65,3
37,43,14,187.97,5
173,27,7,91.81,3
276,2,21,113.83,3
214,35,24,61.28,5
322,39,29,143.28,7
126,15,11,100.95,2
102,6,9,21.66,1
175,8,10,66.9,2
74,43,23,131.77,4
357,23,14,122.28,3
68,27,1,223.3,6
175,49,29,100.1,3
191,4,4,43.94,3
21,11,28,75.46,2
171,42,5,223.07,8
166,28,17,112.6,3
95,2,10,114.94,4
47,36,21,57.53,3
17,7,13,81.19,2
4,40,12,308.71,7
176,40,15,84.57,2
33,42,30,205.83,7
351,24,8,88.33,2
90,14,7,69.46,3
239,45,2,123.06,7
246,28,23,133.31,6
181,32,21,137.49,6
323,7,19,55.46,1
41,32,1,74.14,3
86,30,24,92.53,4
93,15,25,143.32,4
50,39,29,107.88,7
108,7,28,40.91,1
115,36,8,98.26,5
280,49,22,112.96,4
111,29,13,188.77,7
320,6,18,35.63,1
283,28,10,101.3,3
330,27,20,102.95,2
39,28,29,146.46,4
360,14,20,210.65,6
225,32,28,147.64,5
359,14,28,160.01,5
130,28,4,119.82,4
348,30,29,35.27,1
215,33,25,89.25,4
27,40,13,335.32,6
150,45,19,72.87,3
51,39,19,84.04,5
344,40,24,251.86,6
112,44,25,302.77,11
82,13,4,78.54,3
202,15,1,93.03,2
156,27,8,95.59,3
36,24,16,169.9,4
299,36,26,57.0,3
309,1,20,59.52,3
272,7,5,65.9,2
226,38,22,35.91,2
147,42,15,167.88,5
198,16,12,22.59,1
191,16,24,18.39,1
61,29,9,108.94,3
30,24,19,243.28,4
93,9,6,141.32,3
166,26,12,160.66,8
59,41,17,54.5,2
39,37,19,82.93,4
311,41,28,117.23,6
137,33,9,141.7,6
214,44,27,313.0,9
192,13,25,84.73,4
269,3,11,10.81,1
271,6,5,118.74,4
109,50,8,236.34,9
310,33,20,96.83,3
136,13,24,123.72,6
305,43,19,262.77,5
148,16,22,39.73,2
41,30,4,70.45,3
278,13,16,150.74,5
12,5,27,19.48,1
282,14,12,71.9,3
16,12,27,52.75,3
76,28,4,114.05,4
221,2,30,69.23,2
344,12,24,68.54,4
150,29,19,95.91,3
45,20,19,62.58,2
86,32,29,59.27,2
328,33,12,163.06,5
266,49,5,299.21,8
37,42,28,158.5,6
141,12,4,34.27,2
97,35,20,65.61,4
65,32,8,104.0,4
309,30,28,58.99,2
226,40,30,130.41,3
66,8,15,34.63,1
238,19,16,89.79,3
151,41,14,53.56,2
23,45,13,137.68,6
165,2,29,33.17,1
68,24,9,38.4,1
90,14,29,43.08,2
321,9,20,76.2,1
260,3,29,12.1,1
49,27,19,73.28,2
311,34,25,28.89,1
210,27,15,173.81,4
320,19,14,113.48,3
273,39,8,46.63,3
124,33,7,195.21,8
196,46,2,162.34,5
194,18,12,125.86,3
263,12,30,15.35,1
91,23,29,33.52,1
122,26,21,75.54,5
90,23,11,195.78,5
109,42,16,308.31,10
59,3,23,23.2,2
14,27,1,65.64,2
344,22,28,48.6,2
28,11,27,170.13,5
325,33,30,122.37,3
2,41,3,163.53,8
284,28,29,190.78,5
120,5,19,27.8,1
189,4,17,29.4,2
104,22,6,116.63,6
180,34,15,196.85,6
165,16,11,60.65,3
194,16,30,24.5,1
144,44,11,389.38,11
196,1,7,16.07,1
302,4,29,28.91,2
159,8,6,96.39,3
132,50,28,294.71,8
49,25,29,54.35,3
132,8,10,162.75,4
46,16,21,84.88,4
67,49,24,129.4,4
348,35,17,100.18,6
33,12,21,27.74,2
176,13,4,45.47,2
305,4,16,36.69,2
348,39,16,148.24,6
54,7,17,83.49,2
60,15,29,188.14,5
136,18,25,79.35,3
203,32,19,30.56,1
351,31,13,116.2,2
76,40,13,150.49,4
61,15,1,119.97,3
93,20,17,192.69,6
320,20,8,79.46,2
11,3,27,10.03,1
139,37,24,55.07,3
44,27,28,143.16,4
58,24,30,181.6,4
335,50,13,258.02,6
1,9,13,41.62,1
118,49,19,70.29,2
335,35,13,77.1,4
222,12,9,65.25,4
27,34,22,84.17,4
170,38,14,55.63,2
355,19,29,152.23,4
147,18,7,63.31,2
193,42,14,212.35,7
195,9,16,32.82,1
242,1,28,17.22,1
69,34,18,106.14,3
307,46,3,293.01,7
361,26,11,69.14,4
53,7,27,71.76,2
299,27,9,115.88,3
299,13,11,68.53,3
271,42,5,238.24,9
136,31,22,122.8,4
172,17,5,21.75,1
307,32,12,266.78,8
56,34,22,71.99,3
303,34,27,100.39,3
337,19,7,96.85,3
249,29,10,52.69,2
125,3,4,57.87,5
205,21,14,105.47,4
19,19,30,32.75,1
341,27,10,131.46,3
125,48,8,107.83,7
21,48,12,67.63,4
290,25,27,80.59,4
241,33,17,253.9,9
228,6,19,76.5,3
20,25,24,62.65,5
275,35,22,83.23,8
233,35,18,69.64,5
290,49,17,132.96,4
302,24,16,83.56,2
78,46,6,377.47,10
77,49,13,323.16,10
338,29,26,124.89,4
194,5,2,23.2,1
160,19,25,106.2,3
105,39,17,55.71,3
234,30,11,76.11,3
276,47,4,113.72,9
1,41,23,112.93,7
202,4,1,12.98,1
363,44,17,367.88,8
103,18,5,108.17,4
103,41,28,205.14,9
321,26,6,72.65,4
23,23,25,60.97,2
146,4,18,35.7,2
168,6,2,109.75,5
292,30,22,188.41,7
48,29,27,90.0,3
159,28,7,31.06,1
56,8,30,59.05,2
288,26,24,60.65,5
231,4,23,43.52,3
182,8,11,81.57,2
144,25,4,40.73,2
56,31,13,214.17,4
337,33,25,64.04,2
237,50,18,285.88,9
117,43,20,170.57,4
152,19,24,47.89,2
266,40,11,234.19,6
263,5,2,69.82,3
169,43,27,311.12,8
111,20,19,34.62,1
241,39,17,122.98,8
241,49,18,150.95,5
219,36,26,158.39,8
27,47,24,80.12,7
173,1,21,14.64,1
225,9,24,92.94,3
347,32,9,194.87,5
192,28,22,98.55,4
126,7,30,45.68,1
203,36,8,123.48,7
65,3,18,38.82,3
34,50,21,82.34,4
248,8,16,164.13,4
360,23,30,141.55,3
309,42,13,381.14,9
214,26,7,30.68,2
15,38,5,80.57,4
361,36,26,56.67,3
165,48,21,62.73,6
106,24,18,87.06,2
326,49,13,279.03,7
273,26,13,50.02,3
274,45,29,81.63,4
102,37,21,32.26,2
363,7,29,233.03,5
166,33,25,80.88,4
194,44,24,172.69,6
275,7,17,165.58,4
241,42,8,87.36,3
63,6,20,79.48,3
111,44,22,50.45,2
132,40,16,86.13,2
346,8,1,80.6,2
261,37,29,63.66,4
134,6,25,40.85,2
269,29,11,73.46,3
270,47,15,177.71,11
144,11,4,60.91,2
148,9,29,120.33,3
327,22,7,101.07,4
206,19,12,134.4,4
55,3,13,34.98,3
263,23,8,31.19,1
216,13,20,138.29,5
186,7,30,64.87,2
265,14,26,31.89,2
332,2,16,113.23,2
121,46,4,296.14,8
154,50,26,215.7,10
70,19,8,134.24,4
237,44,28,259.57,5
147,24,12,200.92,5
125,46,16,211.94,5
255,9,14,156.24,3
149,15,14,123.81,3
170,37,5,61.28,4
161,12,17,84.3,4
95,42,13,185.7,6
46,22,26,63.09,4
302,21,15,19.8,1
34,23,29,35.35,1
119,40,9,224.41,7
244,1,10,40.78,3
48,38,2,77.32,4
240,39,23,56.17,4
268,42,3,300.72,13
242,50,9,93.37,4
112,40,28,223.04,5
8,27,19,123.82,3
324,24,17,117.6,2
120,20,25,82.84,3
294,42,24,143.22,7
73,20,27,65.33,2
60,29,20,135.28,4
285,5,14,22.21,1
344,16,4,119.94,4
315,14,12,133.7,4
275,22,22,123.83,7
91,26,8,41.35,2
334,36,21,115.76,5
244,22,5,87.18,5
63,8,2,70.72,2
48,28,11,94.14,3
318,3,7,32.68,3
101,43,27,83.49,3
280,39,12,116.75,6
51,12,13,126.3,6
103,14,13,89.57,3
104,2,10,71.15,2
103,19,28,37.45,1
247,2,23,92.71,3
334,47,5,98.8,6
333,7,7,182.24,4
271,33,3,162.12,7
74,29,8,70.17,3
351,12,20,81.57,4
198,41,29,83.67,4
200,6,15,95.64,3
257,45,3,100.47,6
281,38,2,38.58,2
348,32,13,129.06,3
213,44,8,235.13,7
223,21,18,70.61,3
273,15,4,81.32,2
94,8,7,87.79,2
113,47,17,69.77,4
229,21,9,105.29,5
24,42,11,162.2,6
117,17,7,109.97,5
263,48,2,73.55,4
357,44,11,40.9,1
190,16,10,23.35,1
146,25,27,53.14,3
161,40,27,310.71,7
251,12,13,138.39,6
199,2,9,96.14,3
9,15,13,52.99,1
197,30,19,62.33,2
147,7,12,72.76,2
256,17,23,62.11,3
320,46,29,223.09,4
352,4,13,21.68,1
223,3,4,28.36,3
133,22,4,33.11,2
163,1,27,17.42,1
65,2,13,213.9,6
342,10,10,32.84,1
310,6,19,35.95,1
312,41,29,177.15,6
120,7,13,123.9,3
118,27,10,167.2,5
313,36,26,45.02,2
199,32,3,97.22,4
258,33,26,85.05,4
179,18,16,90.88,3
162,45,1,152.31,7
231,4,7,57.22,3
297,6,21,43.17,2
122,43,23,240.13,7
296,4,6,26.46,2
90,10,20,91.2,3
148,9,30,112.09,2
334,2,21,66.72,2
349,6,22,117.15,4
338,29,6,136.37,4
116,34,20,266.12,7
308,5,22,22.66,1
342,48,4,140.65,9
358,5,10,23.97,1
8,35,27,106.35,6
272,41,30,207.19,9
364,27,6,54.31,1
280,25,22,70.77,5
86,6,16,93.91,3
279,13,18,48.53,2
39,43,16,320.12,8
176,18,27,85.47,2
229,2,14,73.87,2
167,37,18,39.97,2
256,35,21,24.74,2
88,4,17,48.99,3
222,3,27,13.45,1
236,6,8,70.97,3
232,3,29,21.6,2
106,31,21,99.57,3
112,7,29,100.88,3
95,31,12,109.99,3
169,9,15,81.38,2
214,49,2,165.03,8
133,37,28,76.5,4
150,19,25,66.72,3
105,22,9,73.04,4
80,4,2,15.43,1
240,3,21,40.06,5
298,27,21,32.77,1
107,2,16,67.14,2
315,32,5,91.46,3
209,20,28,115.6,3
62,7,13,81.69,2
134,27,22,70.42,2
3,28,26,182.88,5
15,38,17,72.99,3
123,10,3,111.82,4
166,28,27,50.77,2
292,43,21,246.36,8
50,14,27,49.6,2
307,42,19,166.75,4
86,37,28,91.32,4
51,22,27,54.25,3
256,45,7,274.28,11
283,49,6,237.28,8
221,12,5,33.28,2
43,49,24,133.9,5
43,1,8,14.0,1
143,7,14,148.95,4
165,3,24,9.21,1
365,19,13,227.28,6
105,47,2,148.05,11
71,31,11,138.23,4
346,31,3,296.9,7
57,5,12,20.23,1
10,26,23,10.19,1
155,20,16,116.59,3
147,24,21,82.13,2
227,14,4,82.98,5
321,11,23,130.77,4
341,48,13,130.59,6
106,28,9,26.73,1
358,21,20,65.51,2
231,4,5,15.65,1
26,39,15,111.35,5
343,24,13,217.09,3
51,20,5,167.89,5
215,34,29,53.1,2
289,7,11,109.55,3
92,27,2,107.71,3
99,44,14,397.14,8
174,24,29,124.61,3
323,1,21,15.29,1
82,12,20,46.24,3
243,3,28,23.79,2
166,26,3,52.08,3
41,19,17,125.66,4
260,7,10,119.91,3
304,35,21,43.02,4
211,9,26,91.75,3
65,18,3,73.13,2
57,50,5,102.11,5
155,4,29,14.58,1
185,13,15,27.93,1
202,16,10,37.59,2
89,26,5,70.42,4
183,13,11,132.45,6
108,49,1,187.74,5
251,1,7,34.65,2
291,48,6,151.26,10
239,27,3,25.42,1
1,2,30,67.56,2
363,6,24,48.46,2
9,6,29,88.69,3
365,15,8,106.01,2
12,17,9,21.75,1
189,33,9,114.3,4
39,16,17,98.5,3
35,37,6,43.84,2
250,15,8,136.23,3
266,14,30,114.69,5
44,14,11,95.12,4
357,17,24,44.78,2
117,42,7,145.06,5
117,13,28,94.12,4
109,14,21,22.14,1
169,48,26,39.1,3
65,33,16,125.03,4
156,10,28,55.08,2
77,44,11,169.64,5
19,10,15,113.09,3
135,9,2,39.86,1
246,23,6,73.28,3
279,35,24,48.3,5
129,10,10,63.1,2
119,38,4,103.88,4
288,8,9,135.41,4
249,40,11,250.38,7
304,5,22,42.49,2
331,24,3,199.22,4
300,33,1,55.3,2
342,14,22,70.16,3
153,31,5,207.5,6
145,35,13,82.89,5
118,33,21,72.38,3
86,20,16,33.81,1
274,39,4,43.57,3
261,37,22,53.01,4
293,17,2,87.06,5
62,37,7,102.32,6
180,46,4,74.97,2
82,41,16,61.16,3
326,37,21,81.51,5
98,39,20,143.64,7
53,41,5,178.29,7
209,15,11,290.8,6
321,37,5,89.99,5
335,10,11,77.44,2
36,18,7,69.92,2
119,47,23,68.76,6
57,15,23,72.76,2
113,43,25,154.75,5
195,22,7,20.65,1
103,11,1,60.6,2
25,5,2,23.21,1
187,28,26,141.47,5
20,23,28,94.59,3
83,26,7,48.14,3
1,3,27,19.51,2
32,14,16,50.4,2
160,1,6,32.86,2
311,16,10,76.32,3
283,47,8,94.28,6
37,8,23,54.41,2
13,35,6,78.27,6
124,1,6,33.96,2
239,29,22,75.86,3
273,47,10,132.86,12
301,18,8,63.34,2
125,10,25,48.78,2
62,29,28,48.79,2
10,14,17,27.35,1
54,45,25,90.54,6
24,43,26,214.35,7
315,33,18,130.07,3
98,32,25,123.78,5
301,31,1,70.62,2
202,37,2,90.24,5
197,24,27,191.08,4
166,49,5,177.45,6
300,18,22,103.76,4
16,1,13,16.21,1
34,35,24,40.25,4
155,34,20,146.8,4
144,50,3,74.03,3
200,20,11,95.5,3
270,22,22,55.51,3
215,29,28,152.96,6
94,20,25,119.11,5
120,40,27,128.05,3
275,22,29,62.41,3
74,40,27,116.94,3
185,22,18,170.07,7
197,12,11,17.99,1
274,50,16,215.07,7
261,27,24,112.7,4
170,36,13,50.86,2
113,30,25,20.66,1
135,18,22,55.81,2
151,49,7,214.81,7
81,19,28,28.12,1
229,50,26,175.43,8
77,22,18,88.44,4
237,2,6,150.21,4
275,2,7,61.92,2
352,49,26,209.22,7
44,27,1,131.11,4
278,20,15,112.8,3
32,41,19,81.51,3
124,31,7,37.47,1
65,34,26,80.37,3
60,35,16,51.81,3
65,10,2,30.86,1
17,5,10,77.31,4
301,37,12,64.53,3
23,2,7,58.41,2
146,36,29,46.79,2
256,7,11,68.7,2
362,14,16,98.8,3
312,36,17,90.84,3
51,32,7,103.65,4
361,40,18,168.3,3
239,31,11,143.08,4
66,3,1,18.91,2
164,42,13,109.23,4
336,11,18,174.04,4
144,7,4,31.53,1
68,44,24,229.61,6
320,10,20,50.87,1
348,27,10,103.67,3
357,25,18,104.37,4
349,39,10,46.49,2
319,3,20,41.06,3
166,6,5,50.8,2
71,21,19,71.24,3
226,24,2,132.74,3
81,40,1,143.81,4
173,31,8,246.05,6
240,8,6,102.65,3
346,49,15,297.63,7
106,23,5,139.96,4
92,49,8,273.46,8
269,50,3,138.35,7
3,3,27,15.12,2
207,26,23,62.09,4
273,22,7,71.97,4
202,25,4,14.35,1
141,16,26,38.5,2
303,28,21,234.59,6
136,25,27,90.28,6
260,10,6,101.03,3
170,15,11,77.63,2
10,8,4,29.24,1
194,43,13,444.59,12
19,34,5,117.79,5
340,20,1,120.4,4
220,20,16,32.21,1
136,4,30,12.57,1
178,15,20,98.63,2
227,47,23,37.23,3
95,2,25,55.06,2
106,8,30,39.42,1
153,43,4,249.61,8
95,27,8,100.96,3
277,2,19,125.12,4
38,25,25,44.82,3
302,38,24,149.99,6
128,18,22,60.35,2
205,20,10,58.34,2
58,32,11,141.66,6
141,30,3,125.82,4
276,46,10,318.6,9
99,13,5,88.51,4
49,14,29,43.85,2
191,8,3,89.28,2
60,34,11,192.83,7
115,27,27,189.97,5
165,18,29,95.82,3
206,35,12,59.62,4
234,19,14,99.37,3
247,10,16,84.76,2
309,27,25,147.99,4
25,22,24,28.96,2
133,21,16,101.1,4
1,23,12,113.02,3
4,46,12,178.32,4
78,11,20,65.68,2
219,14,26,55.84,3
327,29,3,110.95,3
283,3,24,11.22,1
236,8,15,32.86,1
285,29,5,82.5,3
63,26,3,47.6,3
307,33,11,138.28,5
325,6,8,68.8,3
35,43,4,211.71,6
172,25,9,79.31,5
303,8,26,28.7,1
174,16,22,69.78,3
307,12,7,55.31,3
342,23,21,131.2,4
174,24,14,204.91,5
22,22,23,61.49,4
125,24,8,194.46,4
79,46,2,194.19,5
174,48,10,85.96,5
214,25,30,63.83,4
170,49,17,226.84,6
72,41,2,119.64,5
110,41,30,118.75,5
249,12,25,67.78,4
10,22,17,96.49,4
79,18,23,82.27,3
326,5,6,19.57,1
37,4,18,33.87,2
152,32,28,122.42,4
76,22,14,79.14,3
39,42,2,120.0,5
155,34,23,73.46,3
191,5,22,46.42,3
65,42,23,114.86,6
29,25,20,42.19,2
50,29,5,190.2,6
